Year,player_name,last_name,first_name,team,team_clean,Position,games_played,goals,assists,points,penalty_mins,pp_goals,pp_assists,sh_goals,sh_assists
2017,"Kew, Andrew",Kew, Andrew,MIM,MIM,O,12,31,33,64,6,5,12,2,0
2017,"Yetman, Bryce",Yetman, Bryce,WHI,WHI,O,18,26,36,62,12,5,8,2,3
2017,"McKenzie, Dawson",McKenzie, Dawson,KWE,KWE,F,19,22,38,60,2,2,5,1,0
2017,"Knox, Jason",Knox, Jason,BUR,BUR,O,18,14,45,59,12,6,26,0,1
2017,"Zavitz, Carter",Zavitz, Carter,SCA,SCA,O,20,21,37,58,4,3,5,2,2
2017,"Forster, Aaron",Forster, Aaron,TOR,TOR,T,20,29,27,56,24,4,1,0,2
2017,"Wittig, Jeff",Wittig, Jeff,SCA,SCA,O,19,20,36,56,19,6,6,0,0
2017,"Kelly, Jack",Kelly, Jack,TOR,TOR,F,15,22,33,55,6,2,5,2,1
2017,"Killen, Kyle",Killen, Kyle,PET,PET,O,14,34,20,54,18,5,3,0,1
2017,"Ward, Cody",Ward, Cody,SNA,SNA,O,20,18,35,53,7,1,6,0,0
2017,"Currie, Damon",Currie, Damon,KWE,KWE,,19,22,30,52,39,1,4,0,1
2017,"Donville, Jonathan",Donville, Jonathan,MIM,MIM,O,15,21,31,52,4,3,8,0,3
2017,"Hanna, Tristan",Hanna, Tristan,TOR,TOR,F,17,20,32,52,2,1,5,1,0
2017,"Highfield, Cory",Highfield, Cory,SNA,SNA,F,18,22,30,52,20,4,9,1,0
2017,"Vangalen, Matt",Vangalen, Matt,ORA,ORA,F,20,18,32,50,4,3,8,0,0
2017,"Cattoni, Taite",Cattoni, Taite,PET,PET,F,14,18,32,50,6,1,2,0,0
2017,"Dawick, Josh",Dawick, Josh,TOR,TOR,F,19,18,30,48,0,1,1,0,1
2017,"Scott, Justin",Scott, Justin,MIM,MIM,O,19,17,29,46,10,3,0,1,2
2017,"Pipher, Devin",Pipher, Devin,WHI,WHI,,19,13,33,46,8,2,8,1,1
2017,"Kurtz, Tye",Kurtz, Tye,KWE,KWE,F,19,24,21,45,15,5,2,0,0
2017,"Parker, Campbell",Parker, Campbell,BRA,BRA,O,14,15,30,45,41,3,2,0,0
2017,"Hasen, Austin",Hasen, Austin,BRA,BRA,O,19,23,21,44,0,8,2,0,0
2017,"Hancock, Bryan",Hancock, Bryan,SCA,SCA,0,20,19,24,43,4,2,3,2,1
2017,"French, Ben",French, Ben,MIM,MIM,O,15,11,32,43,18,2,5,1,2
2017,"Simmons, Alex",Simmons, Alex,SCA,SCA,F,10,18,25,43,17,2,4,0,1
2017,"Williams, Dyson",Williams, Dyson,WHI,WHI,O,18,17,26,43,6,3,5,0,1
2017,"Lantz, Shawn",Lantz, Shawn,KWE,KWE,,20,13,29,42,12,2,2,0,0
2017,"Kealey, Corson",Kealey, Corson,TOR,TOR,F,15,22,20,42,2,2,3,0,0
2017,"Gilmour, Jake",Gilmour, Jake,TOR,TOR,F,18,10,31,41,16,1,2,0,0
2017,"Whiteford, James",Whiteford, James,BRA,BRA,F,17,13,27,40,23,0,1,0,0
2017,"McNabb, Jake",McNabb, Jake,SCA,SCA,F,15,20,20,40,15,2,9,0,0
2017,"Torok-Orban, Adrian",Torok-Orban, Adrian,MIM,MIM,O,17,13,27,40,2,1,3,1,2
2017,"Kaschalk, Patrick",Kaschalk, Patrick,BUR,BUR,DT,20,16,22,38,38,3,8,1,0
2017,"Reid, Jackson",Reid, Jackson,KWE,KWE,F,14,16,19,35,0,2,6,1,0
2017,"Simons, Alec",Simons, Alec,MIM,MIM,O,19,11,23,34,8,1,0,2,0
2017,"OConnell, Carter",OConnell, Carter,PET,PET,O,16,13,20,33,23,0,5,1,1
2017,"OKeefe, Mac",OKeefe, Mac,ORA,ORA,F,15,15,18,33,0,4,5,1,0
2017,"Stevens, Jake",Stevens, Jake,KWE,KWE,AP,15,15,17,32,4,1,4,1,0
2017,"Bomberry, Jeremy",Bomberry, Jeremy,SNA,SNA,,14,8,24,32,12,2,0,0,0
2017,"Cresswell, Braydon",Cresswell, Braydon,ORA,ORA,F,13,17,15,32,0,5,2,0,0
2017,"Lane, Austin",Lane, Austin,ORA,ORA,F,10,14,18,32,14,1,2,0,1
2017,"Spear, Cole",Spear, Cole,KWE,KWE,,20,16,15,31,27,6,1,0,0
2017,"Abrams, Maccoy",Abrams, Maccoy,SNA,SNA,F,16,20,11,31,34,3,3,1,0
2017,"Gaudet, Matthew",Gaudet, Matthew,MIM,MIM,O,12,12,19,31,9,2,3,0,1
2017,"Van Schepen, Seth",Van Schepen, Seth,BRA,BRA,O,16,6,23,29,0,2,5,0,1
2017,"Grenon, Nathan",Grenon, Nathan,TOR,TOR,F,16,11,18,29,41,0,0,0,2
2017,"Handsor, Brett",Handsor, Brett,BLS,BLS,T,15,13,16,29,17,5,8,0,0
2017,"Chisholm, Connor",Chisholm, Connor,BLS,BLS,F,19,10,18,28,17,4,4,0,0
2017,"Chaykowsky, Nick",Chaykowsky, Nick,BLS,BLS,F,11,17,11,28,14,2,2,0,0
2017,"Del Zotto, Scott",Del Zotto, Scott,ORA,ORA,F,18,11,16,27,12,0,1,0,0
2017,"Brown, Travis",Brown, Travis,ORA,ORA,F,20,9,17,26,6,3,3,0,0
2017,"Nanticoke, Tehoka",Nanticoke, Tehoka,SNA,SNA,O,6,10,16,26,0,2,3,0,1
2017,"Wiedemann, Adam",Wiedemann, Adam,BRA,BRA,D,19,15,11,26,4,1,1,2,0
2017,"Blakely, Cree",Blakely, Cree,SCA,SCA,O,18,5,20,25,2,1,5,0,0
2017,"Erskine, Brett",Erskine, Brett,SCA,SCA,O,14,12,13,25,0,0,0,0,0
2017,"Finlay, Nick",Finlay, Nick,PET,PET,T,20,10,14,24,2,0,0,0,2
2017,"Boudreau, Jake",Boudreau, Jake,BRA,BRA,,20,9,14,23,33,0,1,1,2
2017,"(AP) Keats, Bryce",(AP) Keats, Bryce,TOR,TOR,F,16,7,16,23,42,0,2,0,1
2017,"Watson, Dylan",Watson, Dylan,ORA,ORA,F,10,11,12,23,6,1,3,0,0
2017,"Vince, Kyle",Vince, Kyle,BRA,BRA,F,18,9,13,22,16,0,0,0,0
2017,"Hogg, Graydon",Hogg, Graydon,WHI,WHI,O,15,8,14,22,21,0,0,2,0
2017,"Harris, Latrell",Harris, Latrell,SCA,SCA,D,15,11,10,21,25,0,0,2,1
2017,"Ham, Liam",Ham, Liam,SCA,SCA,F,10,6,14,20,17,0,0,0,0
2017,"Eddy, Garret",Eddy, Garret,PET,PET,,14,7,12,19,6,0,3,0,0
2017,"Garlent, Holden",Garlent, Holden,SCA,SCA,D,13,9,10,19,2,0,0,2,0
2017,"McCrory, Liam",McCrory, Liam,BLS,BLS,F,19,4,14,18,17,0,1,0,0
2017,"Cormier, Payton",Cormier, Payton,MIM,MIM,,9,10,8,18,4,0,1,2,1
2017,"Grimes AP, Colin",Grimes AP, Colin,MIM,MIM,O,13,5,13,18,8,0,1,0,0
2017,"Cook, Keenan",Cook, Keenan,WHI,WHI,T,20,8,9,17,19,0,0,0,0
2017,"Jones, Ryan",Jones, Ryan,SNA,SNA,F,4,3,14,17,0,1,1,0,2
2017,"Walsh, Patrick",Walsh, Patrick,BUR,BUR,T,19,8,8,16,28,0,0,1,0
2017,"Kennedy, Trevor",Kennedy, Trevor,PET,PET,O,15,5,10,15,0,0,0,0,0
2017,"Lane, Austin",Lane, Austin,ORA,ORA,,6,5,10,15,0,0,1,0,0
2017,"McLean, Brody",McLean, Brody,TOR,TOR,F,12,3,12,15,0,0,1,0,0
2017,"Van Schepen, Luke",Van Schepen, Luke,BRA,BRA,D,20,2,12,14,42,0,1,0,1
2017,"Barnable, Ryan",Barnable, Ryan,WHI,WHI,F,19,6,8,14,6,0,0,1,3
2017,"Commandant, Quinn",Commandant, Quinn,KWE,KWE,,18,8,6,14,4,0,0,0,0
2017,"Davis, Braiden",Davis, Braiden,ORA,ORA,T,20,10,4,14,20,0,0,1,0
2017,"Grant, Owen",Grant, Owen,TOR,TOR,D,20,9,5,14,26,1,1,1,0
2017,"Gustavsen, Mitch",Gustavsen, Mitch,TOR,TOR,D,18,6,8,14,67,1,0,0,0
2017,"Henrick, Jeff",Henrick, Jeff,ORA,ORA,T,13,5,9,14,29,0,0,0,0
2017,"Hudson, Robert",Hudson, Robert,MIM,MIM,T,20,3,11,14,6,1,1,1,1
2017,"McConvey, Thomas",McConvey, Thomas,MIM,MIM,O,17,5,9,14,2,0,0,1,2
2017,"Wales, Mitch",Wales, Mitch,BUR,BUR,T,20,3,11,14,10,0,0,0,1
2017,"Yarranton, Max",Yarranton, Max,PET,PET,,9,6,8,14,2,1,0,0,0
2017,"Jones, Callum",Jones, Callum,BUR,BUR,T,20,1,12,13,65,0,0,0,0
2017,"Emery, Nathan",Emery, Nathan,BUR,BUR,T,19,6,7,13,13,0,1,0,0
2017,"Iacocca, Mackenzie",Iacocca, Mackenzie,KWE,KWE,,19,8,5,13,20,0,1,1,0
2017,"Poole, Tanner",Poole, Tanner,BLS,BLS,T,20,3,10,13,35,0,0,0,1
2017,"Pyke, Spencer",Pyke, Spencer,BLS,BLS,F,9,8,5,13,13,0,0,0,0
2017,"Riley, Dylan",Riley, Dylan,ORA,ORA,F,7,9,4,13,2,1,0,0,0
2017,"Robinson, Justin",Robinson, Justin,BRA,BRA,D,16,6,7,13,22,2,1,0,1
2017,"St Onge, Rylee",St Onge, Rylee,SCA,SCA,T,19,3,10,13,23,0,0,0,1
2017,"Mackay, Tyler",Mackay, Tyler,ORA,ORA,O,9,3,9,12,2,0,0,0,0
2017,"Kew, Andrew",Kew, Andrew,MIM,MIM,F,2,9,3,12,2,1,0,0,0
2017,"Ellerton, Nick",Ellerton, Nick,TOR,TOR,D,20,2,9,11,11,0,0,0,0
2017,"(AP) Wolf, Adam",(AP) Wolf, Adam,TOR,TOR,F,14,5,6,11,6,0,0,1,0
2017,"Charbonneau, Steph",Charbonneau, Steph,BLS,BLS,D,13,4,7,11,8,1,2,0,0
2017,"Davies, Mike",Davies, Mike,SCA,SCA,T,7,3,8,11,8,0,0,0,0
2017,"Deaken, Zack",Deaken, Zack,ORA,ORA,T,15,4,7,11,7,1,3,0,0
2017,"Driscoll, Kyle",Driscoll, Kyle,KWE,KWE,F,15,0,11,11,2,0,0,0,0
2017,"Duncan, Matthew",Duncan, Matthew,TOR,TOR,T,16,2,9,11,12,0,1,0,0
2017,"Kelly, Rowan",Kelly, Rowan,TOR,TOR,D,20,4,7,11,8,1,0,0,0
2017,"Kilgour, Kyler",Kilgour, Kyler,SCA,SCA,O,13,5,6,11,2,1,0,0,0
2017,"Neal, Davis",Neal, Davis,ORA,ORA,F,7,2,9,11,0,0,2,0,0
2017,"Ogilvie, Mitch",Ogilvie, Mitch,PET,PET,T,18,2,9,11,0,0,2,0,0
2017,"Simeoni, Tristan",Simeoni, Tristan,BLS,BLS,F,7,1,10,11,0,0,1,0,0
2017,"Jeffrey, Warren",Jeffrey, Warren,MIM,MIM,D,20,0,10,10,49,0,0,0,2
2017,"Boissonneault, Mathieu",Boissonneault, Mathieu,WHI,WHI,D,20,0,10,10,8,0,0,0,2
2017,"Borgatti, Andrew",Borgatti, Andrew,BRA,BRA,,19,1,9,10,4,0,0,0,0
2017,"Cote, Felix",Cote, Felix,BLS,BLS,,8,2,8,10,9,1,0,0,0
2017,"Craik, Wyatt",Craik, Wyatt,WHI,WHI,T,19,5,5,10,28,0,0,0,2
2017,"Minichiello, Marcus",Minichiello, Marcus,TOR,TOR,T,19,1,9,10,24,0,0,0,0
2017,"Rex, Josh",Rex, Josh,SNA,SNA,F,13,2,8,10,0,0,0,0,0
2017,"S Hill, Owen",S Hill, Owen,SNA,SNA,,4,4,6,10,0,0,1,1,1
2017,"Saunders, Jacob",Saunders, Jacob,BUR,BUR,T,19,3,7,10,12,0,0,0,0
2017,"Young, Zach",Young, Zach,PET,PET,T,19,0,10,10,6,0,1,0,0
2017,"McClelland, Connor",McClelland, Connor,BRA,BRA,D,19,5,4,9,35,0,0,0,0
2017,"Barrett, Trevor",Barrett, Trevor,BUR,BUR,O,6,3,6,9,0,1,0,0,1
2017,"Bomberry, Tyson",Bomberry, Tyson,SNA,SNA,D,14,2,7,9,29,1,1,0,0
2017,"Booth, Percy",Booth, Percy,SNA,SNA,O,10,6,3,9,17,0,1,0,0
2017,"Eames, Tyler",Eames, Tyler,WHI,WHI,T,13,4,5,9,17,0,0,0,0
2017,"Lemieux, Hunter",Lemieux, Hunter,BUR,BUR,,5,5,4,9,0,1,1,0,0
2017,"Masson, Zac",Masson, Zac,ORA,ORA,T,15,4,5,9,32,0,1,0,0
2017,"Mawdsley, Eric",Mawdsley, Eric,BLS,BLS,,8,7,2,9,6,0,0,0,0
2017,"Patten, Liam",Patten, Liam,BLS,BLS,D,13,7,2,9,43,0,0,1,0
2017,"Pace, Alex",Pace, Alex,SCA,SCA,O,20,3,5,8,6,0,0,0,1
2017,"Black, Randy",Black, Randy,ORA,ORA,T,19,2,6,8,29,0,0,0,0
2017,"Brack, Justin",Brack, Justin,ORA,ORA,T,11,2,6,8,18,0,1,0,0
2017,"Garant, Andrew",Garant, Andrew,ORA,ORA,T,8,1,7,8,2,0,0,0,0
2017,"Hamley, Cody",Hamley, Cody,KWE,KWE,,18,2,6,8,29,0,0,0,0
2017,"Hill, Chaunce",Hill, Chaunce,SNA,SNA,,10,3,5,8,0,1,0,0,0
2017,"Jubenville, Josh",Jubenville, Josh,SNA,SNA,D,19,5,3,8,6,0,0,0,0
2017,"Lee, Steven",Lee, Steven,BUR,BUR,F,18,2,6,8,31,0,0,0,1
2017,"Lyons, Brad",Lyons, Brad,PET,PET,D,19,6,2,8,39,1,0,0,0
2017,"Mayea, Bryce",Mayea, Bryce,BUR,BUR,,7,6,2,8,17,0,0,0,0
2017,"McCannell, Mike",McCannell, Mike,ORA,ORA,T,18,1,7,8,27,0,0,0,0
2017,"Newbrough, Daire",Newbrough, Daire,KWE,KWE,F,20,1,7,8,15,0,0,0,1
2017,"Oakes, Russ",Oakes, Russ,SNA,SNA,F,3,2,6,8,0,0,1,0,0
2017,"Thomson, Keaton",Thomson, Keaton,MIM,MIM,OD,18,4,4,8,24,1,0,0,0
2017,"Wright, Mason",Wright, Mason,BRA,BRA,O,3,4,4,8,0,0,0,0,0
2017,"Staveley, Kyle",Staveley, Kyle,ORA,ORA,D,20,4,3,7,17,0,0,0,0
2017,"Conley (AP), Curtis",Conley (AP), Curtis,PET,PET,,7,2,5,7,10,1,0,0,0
2017,"Connor, Joe",Connor, Joe,BLS,BLS,,19,2,5,7,4,0,0,0,0
2017,"Goddard, Jordan",Goddard, Jordan,KWE,KWE,F,8,0,7,7,2,0,0,0,0
2017,"Kaudfelt, Devlin",Kaudfelt, Devlin,BLS,BLS,,6,2,5,7,0,0,0,0,0
2017,"Suboch, Jackson",Suboch, Jackson,MIM,MIM,D,18,1,6,7,83,0,0,0,0
2017,"Walker, Jason",Walker, Jason,BRA,BRA,T,12,3,4,7,26,0,0,2,0
2017,"Waters, Kyle",Waters, Kyle,ORA,ORA,F,9,2,5,7,2,0,0,0,0
2017,"Whitty, Tom",Whitty, Tom,SCA,SCA,D,19,4,3,7,15,0,0,0,0
2017,"Toguri, Josh",Toguri, Josh,MIM,MIM,D,20,3,3,6,52,0,0,0,1
2017,"Burton, Travis",Burton, Travis,BRA,BRA,D,18,1,5,6,61,0,2,0,0
2017,"Drouin, Anthony",Drouin, Anthony,WHI,WHI,D,16,0,6,6,16,0,0,0,0
2017,"Garlin, Cam",Garlin, Cam,WHI,WHI,O,8,2,4,6,16,0,0,0,0
2017,"Guay, Julien",Guay, Julien,BUR,BUR,T,13,4,2,6,12,0,0,0,0
2017,"Luis, Zack",Luis, Zack,SCA,SCA,D,8,2,4,6,7,1,1,0,0
2017,"MacDonald, Owen",MacDonald, Owen,SNA,SNA,,5,2,4,6,0,0,1,0,0
2017,"McKenna AP, Jordan",McKenna AP, Jordan,ORA,ORA,,6,3,3,6,0,0,0,0,0
2017,"Monroe, Logan",Monroe, Logan,SCA,SCA,D,20,3,3,6,10,1,0,0,0
2017,"Nay, John",Nay, John,KWE,KWE,,19,4,2,6,14,0,0,0,1
2017,"Noble (AP), Mason",Noble (AP), Mason,KWE,KWE,,19,1,5,6,31,0,0,1,0
2017,"Sands, Parker",Sands, Parker,PET,PET,T,20,3,3,6,14,0,0,1,0
2017,"Schott, Ethan",Schott, Ethan,WHI,WHI,D,15,1,5,6,37,0,0,1,0
2017,"Szabo, Joey",Szabo, Joey,MIM,MIM,D,14,4,2,6,6,0,1,0,0
2017,"Tamas, Alec",Tamas, Alec,SCA,SCA,D,20,1,5,6,54,0,2,0,0
2017,"Willman, Christopher",Willman, Christopher,ORA,ORA,T,20,2,4,6,37,0,0,0,0
2017,"Medeiros, Josh",Medeiros, Josh,BRA,BRA,D,20,2,3,5,26,0,0,0,0
2017,"Burke, Mackenzie",Burke, Mackenzie,BRA,BRA,T,16,1,4,5,4,0,0,0,0
2017,"Conley, Curtis",Conley, Curtis,TOR,TOR,,5,2,3,5,8,0,0,0,0
2017,"Dilks, Jamie",Dilks, Jamie,SNA,SNA,,20,2,3,5,2,0,0,0,0
2017,"Flanagan, Logan",Flanagan, Logan,BLS,BLS,T,14,0,5,5,14,0,0,0,0
2017,"Garlent, Holden",Garlent, Holden,SNA,SNA,,7,2,3,5,0,0,0,2,0
2017,"John, Ron",John, Ron,SNA,SNA,F,9,1,4,5,2,0,0,0,0
2017,"Leggett, Edward Teddy",Leggett, Edward Teddy,SNA,SNA,AP,9,0,5,5,0,0,0,0,0
2017,"Mandeville, Oriale",Mandeville, Oriale,BLS,BLS,T,20,4,1,5,16,0,0,1,0
2017,"Mayea, Devyn",Mayea, Devyn,BUR,BUR,D,10,2,3,5,25,0,0,0,1
2017,"Shea, Patrick",Shea, Patrick,BUR,BUR,O,11,0,5,5,0,0,0,0,0
2017,"Sykes, Matthew",Sykes, Matthew,MIM,MIM,D,20,2,3,5,18,0,0,1,0
2017,"Utrosa, Ben",Utrosa, Ben,WHI,WHI,T,17,3,2,5,8,1,0,0,1
2017,"Voigt, Brad",Voigt, Brad,SNA,SNA,,4,2,3,5,0,0,0,0,0
2017,"Mika, John",Mika, John,BLS,BLS,D,20,0,4,4,25,0,0,0,0
2017,"Brand (AP), Carter",Brand (AP), Carter,PET,PET,O,3,1,3,4,15,0,1,0,0
2017,"Cole, Connor",Cole, Connor,KWE,KWE,F,20,3,1,4,47,0,0,0,0
2017,"Doolittle, Kessler",Doolittle, Kessler,SNA,SNA,D,13,1,3,4,45,0,0,0,0
2017,"Doolittle, Myles",Doolittle, Myles,BLS,BLS,D,17,2,2,4,10,0,0,0,0
2017,"Guest, James",Guest, James,MIM,MIM,D,19,0,4,4,34,0,0,0,0
2017,"Harris, Michael",Harris, Michael,TOR,TOR,D,16,2,2,4,2,0,0,0,0
2017,"Inacio, Justin",Inacio, Justin,BUR,BUR,T,4,2,2,4,2,0,0,0,1
2017,"Kamminga, Mason",Kamminga, Mason,SCA,SCA,T,19,2,2,4,36,0,0,0,0
2017,"Kim, Matt",Kim, Matt,SCA,SCA,D,8,1,3,4,29,0,1,0,0
2017,"Leclair, Liam",Leclair, Liam,SNA,SNA,D,9,1,3,4,2,0,1,0,0
2017,"Mazzuca, Phil",Mazzuca, Phil,BUR,BUR,T,13,1,3,4,4,0,0,0,0
2017,"Mitchell, Mackenzie",Mitchell, Mackenzie,ORA,ORA,T,20,1,3,4,11,0,0,0,0
2017,"Munro, Brody",Munro, Brody,WHI,WHI,D,16,0,4,4,2,0,1,0,0
2017,"Radbourne, Eric",Radbourne, Eric,KWE,KWE,F,18,1,3,4,16,0,0,0,0
2017,"Robinson, Mike",Robinson, Mike,PET,PET,,4,0,4,4,0,0,0,0,0
2017,"Sinclair, Colin",Sinclair, Colin,BLS,BLS,F,7,1,3,4,2,0,0,0,0
2017,"Staats, Jerry",Staats, Jerry,SNA,SNA,,18,1,3,4,45,0,0,0,0
2017,"Stouros, Jordan",Stouros, Jordan,PET,PET,T,10,3,1,4,17,0,0,0,0
2017,"Tarbell, Kason",Tarbell, Kason,SNA,SNA,D,5,2,2,4,8,0,1,0,0
2017,"Trottier (AP), Jordan",Trottier (AP), Jordan,PET,PET,T,15,1,3,4,38,0,0,0,0
2017,"Woodland, Kurtis",Woodland, Kurtis,KWE,KWE,F,2,2,2,4,0,0,0,0,0
2017,"Hill, Brayden",Hill, Brayden,SNA,SNA,O,20,0,3,3,4,0,0,0,0
2017,"(AP) Lee, Jake",(AP) Lee, Jake,TOR,TOR,D,2,0,3,3,0,0,0,0,0
2017,"Badour (AP), Carter",Badour (AP), Carter,PET,PET,T,19,2,1,3,6,0,0,0,0
2017,"Boehm, Jonah",Boehm, Jonah,KWE,KWE,D,15,0,3,3,8,0,0,0,0
2017,"Bolger, Dawson",Bolger, Dawson,KWE,KWE,AP,4,0,3,3,2,0,0,0,0
2017,"Challice, Dan",Challice, Dan,PET,PET,D,9,1,2,3,20,0,0,0,0
2017,"Churchill (AP), Adam",Churchill (AP), Adam,PET,PET,,1,1,2,3,2,1,1,0,0
2017,"Conlon, Declan (AP)",Conlon, Declan (AP),TOR,TOR,F,2,2,1,3,0,0,0,0,0
2017,"Costello, Ciaron",Costello, Ciaron,MIM,MIM,D,20,1,2,3,29,0,1,0,0
2017,"Friesen, Owen",Friesen, Owen,SCA,SCA,D,15,1,2,3,4,0,0,0,0
2017,"Gaunt, Colton",Gaunt, Colton,TOR,TOR,D,12,2,1,3,2,0,0,0,0
2017,"McConvey, Thomas",McConvey, Thomas,MIM,MIM,O,3,2,1,3,0,0,1,0,0
2017,"McKinnon, Ian",McKinnon, Ian,WHI,WHI,,10,1,2,3,66,0,0,0,1
2017,"Smith (AP), Matt",Smith (AP), Matt,PET,PET,,2,0,3,3,0,0,0,0,0
2017,"Turner, Adam",Turner, Adam,WHI,WHI,D,16,1,2,3,28,0,0,0,0
2017,"Woodland, Kurtis",Woodland, Kurtis,KWE,KWE,AP,2,1,2,3,0,0,0,0,0
2017,"Wright, Mason",Wright, Mason,BRA,BRA,F,1,1,2,3,12,1,0,0,0
2017,"Macdonald, Blake",Macdonald, Blake,SNA,SNA,D,20,0,2,2,2,0,0,0,0
2017,"Asma, Michael",Asma, Michael,KWE,KWE,AP,1,1,1,2,0,0,0,0,0
2017,"Balawejder, Daniel",Balawejder, Daniel,MIM,MIM,D,17,0,2,2,11,0,0,0,0
2017,"Byrne, Mike",Byrne, Mike,TOR,TOR,D,17,2,0,2,34,0,0,0,0
2017,"Caskenette, Jordan",Caskenette, Jordan,ORA,ORA,,1,1,1,2,0,0,0,0,0
2017,"DiClemente, Boyd",DiClemente, Boyd,PET,PET,T,19,0,2,2,4,0,0,0,0
2017,"Dominey, Scott",Dominey, Scott,ORA,ORA,T,3,1,1,2,0,0,0,0,0
2017,"Haigh, Gareth",Haigh, Gareth,MIM,MIM,,1,1,1,2,0,0,0,0,0
2017,"Hunt, Colin",Hunt, Colin,BUR,BUR,T,14,1,1,2,6,0,0,0,0
2017,"Kim, Matt",Kim, Matt,SCA,SCA,D,5,1,1,2,8,0,0,0,0
2017,"Kolwich, Kyle",Kolwich, Kyle,BUR,BUR,D,10,0,2,2,0,0,0,0,0
2017,"Kromer, Adam",Kromer, Adam,WHI,WHI,D,15,0,2,2,8,0,0,0,0
2017,"Laprade, Dylan",Laprade, Dylan,BUR,BUR,D,7,0,2,2,15,0,0,0,0
2017,"Leclerc AP, Jon",Leclerc AP, Jon,WHI,WHI,,1,0,2,2,0,0,0,0,1
2017,"McBain (AP), Brody",McBain (AP), Brody,PET,PET,T,6,0,2,2,2,0,0,0,0
2017,"Montour, Colin",Montour, Colin,SNA,SNA,D,5,0,2,2,12,0,0,0,0
2017,"Nishimura, Jackson",Nishimura, Jackson,TOR,TOR,D,3,0,2,2,0,0,0,0,0
2017,"Popadinac, Drew",Popadinac, Drew,SCA,SCA,D,15,1,1,2,12,0,0,0,0
2017,"Pyke, Spencer",Pyke, Spencer,SCA,SCA,F,7,0,2,2,2,0,0,0,0
2017,"Redding, Austin",Redding, Austin,BUR,BUR,,3,1,1,2,0,0,0,0,0
2017,"Robinson, Mike",Robinson, Mike,PET,PET,D,3,0,2,2,2,0,0,0,0
2017,"Rosa, Jake",Rosa, Jake,SNA,SNA,AP,1,0,2,2,0,0,1,0,0
2017,"Stuckless, Nick",Stuckless, Nick,ORA,ORA,T,13,1,1,2,6,0,0,0,0
2017,"Tamlin, Matt",Tamlin, Matt,PET,PET,T,11,1,1,2,6,0,0,0,0
2017,"Yarranton, Max",Yarranton, Max,PET,PET,F,1,1,1,2,0,0,0,0,0
2017,"Morgan, Riley",Morgan, Riley,PET,PET,D,14,0,1,1,46,0,0,0,0
2017,"Andrews (AP), Brendan",Andrews (AP), Brendan,PET,PET,,1,0,1,1,0,0,0,0,0
2017,"AP Gillis, Jordan",AP Gillis, Jordan,BUR,BUR,,2,0,1,1,0,0,0,0,0
2017,"Bolger, Nathan",Bolger, Nathan,KWE,KWE,AP,2,0,1,1,0,0,0,0,0
2017,"Bolsterli, Oliver",Bolsterli, Oliver,SNA,SNA,AP,9,0,1,1,0,0,0,0,0
2017,"Braniff, Nate AP",Braniff, Nate AP,BUR,BUR,,2,0,1,1,2,0,0,0,0
2017,"Brayton (AP), Nick",Brayton (AP), Nick,PET,PET,,1,1,0,1,0,0,0,0,0
2017,"Bryers AP, Josh",Bryers AP, Josh,BUR,BUR,,1,0,1,1,0,0,0,0,0
2017,"Byrne, Mike",Byrne, Mike,TOR,TOR,F,3,0,1,1,7,0,0,0,0
2017,"Chadwick, Jimmy AP",Chadwick, Jimmy AP,BUR,BUR,F,2,0,1,1,0,0,0,0,0
2017,"Cook Down, Owen",Cook Down, Owen,BLS,BLS,F,13,0,1,1,30,0,0,0,0
2017,"Daniel, Spencer",Daniel, Spencer,BLS,BLS,D,10,0,1,1,10,0,0,0,0
2017,"Dilella, Matt AP",Dilella, Matt AP,BUR,BUR,,1,0,1,1,0,0,0,0,0
2017,"Dol, Theo",Dol, Theo,BRA,BRA,D,9,0,1,1,23,0,0,0,0
2017,"Dybowski, Zack",Dybowski, Zack,KWE,KWE,,10,0,1,1,0,0,0,0,0
2017,"Eistrat AP, Pent",Eistrat AP, Pent,MIM,MIM,,1,0,1,1,0,0,0,0,0
2017,"Elder, Spencer AP",Elder, Spencer AP,BUR,BUR,,1,1,0,1,0,0,0,0,0
2017,"Firth (AP), Sam",Firth (AP), Sam,PET,PET,F,1,0,1,1,0,0,0,0,0
2017,"Gamble, Pat AP",Gamble, Pat AP,BUR,BUR,,1,0,1,1,0,0,0,0,0
2017,"Jensen, Derek",Jensen, Derek,KWE,KWE,AP,1,0,1,1,0,0,0,0,0
2017,"Kumano, Riley",Kumano, Riley,SNA,SNA,F,3,0,1,1,12,0,0,0,0
2017,"Layton, Brent",Layton, Brent,BLS,BLS,F,8,0,1,1,2,0,0,0,0
2017,"Lucier, Cory",Lucier, Cory,SNA,SNA,F,2,1,0,1,0,0,0,0,0
2017,"McCullough, Jordan",McCullough, Jordan,WHI,WHI,D,8,1,0,1,6,0,0,0,0
2017,"McLean (AP), Cam",McLean (AP), Cam,PET,PET,,1,0,1,1,0,0,0,0,0
2017,"Mclean, Brody",Mclean, Brody,BUR,BUR,O,2,0,1,1,0,0,1,0,0
2017,"McMillan, Jacob",McMillan, Jacob,SCA,SCA,D,4,1,0,1,4,0,0,0,0
2017,"Mercey, Ben",Mercey, Ben,ORA,ORA,D,2,0,1,1,0,0,0,0,0
2017,"Mercy, Ben",Mercy, Ben,ORA,ORA,,1,0,1,1,0,0,0,0,0
