Year,player_name,last_name,last_name_year,first_name,team,team_clean,Position,games_played,goals,assists,points,penalty_mins,pp_goals,pp_assists,sh_goals,sh_assists,
2014,"Maracle, Haodais (Joseph)",Maracle,"Maracle, 2014", Haodais (Joseph),SNA,SNA,O,18,14,35,49,12,2,2,0,0,
2014,"Milligan, Cam",Milligan,"Milligan, 2014", Cam,PET,PET,O,19,15,33,48,17,4,6,0,1,
2014,"Bomberry, Brendan",Bomberry,"Bomberry, 2014", Brendan,SNA,SNA,F,14,15,32,47,22,2,6,0,0,
2014,"Levick, Chad",Levick,"Levick, 2014", Chad,TOR,TOR,O,19,23,24,47,41,2,7,0,0,
2014,"Mackay, Ian",Mackay,"Mackay, 2014", Ian,ORA,ORA,T,20,23,23,46,22,4,6,2,0,
2014,"Pyke, Spencer",Pyke,"Pyke, 2014", Spencer,BLS,BLS,F,20,16,29,45,12,3,3,1,1,
2014,"Apers, Nolan",Apers,"Apers, 2014", Nolan,BUR,BUR,O,19,13,31,44,14,3,9,0,1,
2014,"Keenan, Luke",Keenan,"Keenan, 2014", Luke,WHI,WHI,O,18,9,35,44,11,3,13,0,0,
2014,"Dance, Jordan",Dance,"Dance, 2014", Jordan,ORA,ORA,T,17,18,25,43,37,3,5,1,0,
2014,"Michel, Dan",Michel,"Michel, 2014", Dan,PET,PET,O,20,18,25,43,8,6,5,1,0,
2014,"Gatt, Dylan",Gatt,"Gatt, 2014", Dylan,SCA,SCA,,19,21,21,42,4,1,2,0,1,
2014,"Fox, Jake",Fox,"Fox, 2014", Jake,PET,PET,F,18,17,23,40,13,0,2,2,4,
2014,"Ward, Cody",Ward,"Ward, 2014", Cody,SCA,SCA,,20,12,28,40,0,0,2,0,0,
2014,"Kearnan, Connor",Kearnan,"Kearnan, 2014", Connor,WHI,WHI,O,17,12,27,39,37,0,1,0,1,
2014,"Smith, Drake",Smith,"Smith, 2014", Drake,KWE,KWE,F,20,21,18,39,16,4,4,2,0,
2014,"St. John, John",St. John,"St. John, 2014", John,TOR,TOR,O,14,21,18,39,21,1,4,3,0,
2014,"Wales, Eric",Wales,"Wales, 2014", Eric,BUR,BUR,T,20,13,25,38,6,2,6,0,2,
2014,"Wilkinson, Jake",Wilkinson,"Wilkinson, 2014", Jake,TOR,TOR,T,19,6,32,38,8,1,1,1,2,
2014,"Bridle, Dallas",Bridle,"Bridle, 2014", Dallas,ORA,ORA,T,13,15,22,37,45,2,4,0,1,
2014,"Clelland, Brandon",Clelland,"Clelland, 2014", Brandon,ORA,ORA,T,20,17,18,35,12,0,1,0,1,
2014,"Bianchin, Gianni",Bianchin,"Bianchin, 2014", Gianni,BUR,BUR,T,17,18,16,34,4,5,4,1,0,
2014,"Ferreira, Tyler",Ferreira,"Ferreira, 2014", Tyler,BRA,BRA,F,19,14,19,33,23,1,1,1,1,
2014,"Carvalho, Ty",Carvalho,"Carvalho, 2014", Ty,SCA,SCA,A,18,13,19,32,2,2,2,0,0,
2014,"Huggins, Justin",Huggins,"Huggins, 2014", Justin,TOR,TOR,O,18,18,13,31,6,1,1,0,0,
2014,"Wittig, Jeff",Wittig,"Wittig, 2014", Jeff,SCA,SCA,F,19,8,22,30,5,2,5,0,0,
2014,"Martin, Ian",Martin,"Martin, 2014", Ian,SNA,SNA,O,11,8,21,29,0,2,4,0,0,
2014,"Neal, Davis",Neal,"Neal, 2014", Davis,ORA,ORA,O,11,10,19,29,2,5,4,0,0,
2014,"Lane, Austin",Lane,"Lane, 2014", Austin,BLS,BLS,F,12,9,19,28,21,0,1,0,0,
2014,"Sheehan, Charlie",Sheehan,"Sheehan, 2014", Charlie,SCA,SCA,,17,15,13,28,14,1,0,0,0,
2014,"Currier, Zac",Currier,"Currier, 2014", Zac,PET,PET,T,13,14,12,26,47,1,0,1,1,
2014,"Killen, Kyle",Killen,"Killen, 2014", Kyle,PET,PET,O,19,13,13,26,38,0,1,1,0,
2014,"McClure, Zack",McClure,"McClure, 2014", Zack,KWE,KWE,O,12,11,15,26,2,4,5,0,0,
2014,"McMahon, Jamie",McMahon,"McMahon, 2014", Jamie,ORA,ORA,T,16,7,19,26,4,0,5,0,0,
2014,"Tinney, Joel",Tinney,"Tinney, 2014", Joel,KWE,KWE,F,10,11,15,26,12,1,4,1,1,
2014,"Cole, Connor",Cole,"Cole, 2014", Connor,KWE,KWE,T,20,15,10,25,10,0,1,2,2,
2014,"Karam, Nick",Karam,"Karam, 2014", Nick,WHI,WHI,O,14,9,16,25,9,0,0,0,0,
2014,"Robertson, Jordan",Robertson,"Robertson, 2014", Jordan,TOR,TOR,O,11,10,14,24,25,1,2,0,0,
2014,"Sellars, Connor",Sellars,"Sellars, 2014", Connor,BRA,BRA,F,20,10,14,24,10,0,1,2,1,
2014,"Young, Chris",Young,"Young, 2014", Chris,BUR,BUR,T,19,5,19,24,15,0,3,0,0,
2014,"Joaquim, Anthony",Joaquim,"Joaquim, 2014", Anthony,TOR,TOR,T,19,9,14,23,36,2,0,0,1,
2014,"Simpson, Shane",Simpson,"Simpson, 2014", Shane,SNA,SNA,,15,11,12,23,29,0,0,2,0,
2014,"Bell, Tyson",Bell,"Bell, 2014", Tyson,SCA,SCA,,17,9,13,22,85,0,3,0,0,
2014,"Pavic, Ryan",Pavic,"Pavic, 2014", Ryan,MIS,MIS,,20,7,15,22,45,2,6,0,0,
2014,"Arch, Travis",Arch,"Arch, 2014", Travis,MIS,MIS,,13,6,15,21,0,3,5,0,1,
2014,"Cook, Jake",Cook,"Cook, 2014", Jake,TOR,TOR,T,12,9,12,21,14,0,0,0,1,
2014,"Martin, Ian",Martin,"Martin, 2014", Ian,SNA,SNA,O,9,11,10,21,0,3,1,0,0,
2014,"Withers, Jake",Withers,"Withers, 2014", Jake,PET,PET,T,20,5,16,21,27,1,0,0,0,
2014,"Bennett, Matthew",Bennett,"Bennett, 2014", Matthew,BRA,BRA,T,20,7,13,20,45,0,0,0,2,
2014,"Kelusky, Adam",Kelusky,"Kelusky, 2014", Adam,PET,PET,O,16,7,13,20,10,0,0,0,1,
2014,"Mackay, Tyler",Mackay,"Mackay, 2014", Tyler,BRA,BRA,O,9,7,13,20,0,0,0,1,0,
2014,"Rice, Brine",Rice,"Rice, 2014", Brine,PET,PET,O,10,9,11,20,4,1,0,0,1,
2014,"Layton, Brent",Layton,"Layton, 2014", Brent,BLS,BLS,T,20,2,17,19,16,1,2,0,0,
2014,"Thomson, Tanner",Thomson,"Thomson, 2014", Tanner,TOR,TOR,O,11,10,9,19,25,3,3,0,0,
2014,"Buswell, Chris",Buswell,"Buswell, 2014", Chris,BUR,BUR,T,20,9,9,18,49,0,0,1,0,
2014,"Chaykowsky, Nick",Chaykowsky,"Chaykowsky, 2014", Nick,BLS,BLS,T,12,8,10,18,38,1,1,2,0,
2014,"Elder, Lauchlin",Elder,"Elder, 2014", Lauchlin,BUR,BUR,F,19,11,7,18,4,0,0,1,1,
2014,"Wiedemann, Adam",Wiedemann,"Wiedemann, 2014", Adam,BRA,BRA,D,19,5,13,18,10,1,0,1,4,
2014,"Armstrong, Brandon",Armstrong,"Armstrong, 2014", Brandon,ORA,ORA,O,16,9,8,17,16,0,0,0,0,
2014,"Coyle, Joel",Coyle,"Coyle, 2014", Joel,ORA,ORA,T,20,7,10,17,15,0,1,0,1,
2014,"Argall, Matthew",Argall,"Argall, 2014", Matthew,MIS,MIS,,13,0,16,16,4,0,5,0,0,
2014,"Gilray, Matt",Gilray,"Gilray, 2014", Matt,PET,PET,F,15,10,6,16,19,1,0,3,1,
2014,"Wales, Mitch",Wales,"Wales, 2014", Mitch,BUR,BUR,T,17,6,10,16,4,0,0,0,0,
2014,"Wallace, Braden",Wallace,"Wallace, 2014", Braden,BUR,BUR,T,17,8,8,16,28,1,0,0,0,
2014,"Bellamy, Adam",Bellamy,"Bellamy, 2014", Adam,SCA,SCA,,20,4,11,15,27,1,1,0,0,
2014,"Hutchison, Dylan",Hutchison,"Hutchison, 2014", Dylan,PET,PET,T,20,4,11,15,12,1,0,1,1,
2014,"OBrien, Joey",OBrien,"OBrien, 2014", Joey,MIS,MIS,F,19,4,11,15,12,0,1,0,0,
2014,"Vangalen, Matt",Vangalen,"Vangalen, 2014", Matt,ORA,ORA,T,10,6,9,15,4,0,0,0,0,
2014,"Barclay, James",Barclay,"Barclay, 2014", James,TOR,TOR,,11,1,13,14,10,0,0,0,0,
2014,"Burr, Cory",Burr,"Burr, 2014", Cory,TOR,TOR,O,9,4,10,14,16,0,2,0,0,
2014,"Dakin, Ryan",Dakin,"Dakin, 2014", Ryan,SCA,SCA,O,10,9,5,14,45,0,0,0,0,
2014,"Elder, Spencer",Elder,"Elder, 2014", Spencer,BUR,BUR,T,12,7,7,14,2,0,0,0,0,
2014,"Slade, Brandon",Slade,"Slade, 2014", Brandon,ORA,ORA,T,17,4,10,14,21,0,1,0,0,
2014,"Garlent, Holden",Garlent,"Garlent, 2014", Holden,SCA,SCA,,19,2,11,13,7,0,1,1,0,
2014,"Hill, Brogen",Hill,"Hill, 2014", Brogen,SCA,SCA,,19,4,9,13,2,0,0,0,0,
2014,"Hoggarth, Thomas",Hoggarth,"Hoggarth, 2014", Thomas,PET,PET,T,20,4,9,13,37,0,0,0,0,
2014,"Jones, Randy",Jones,"Jones, 2014", Randy,BRA,BRA,O,5,8,5,13,4,0,2,0,1,
2014,"Patterson, Anthony",Patterson,"Patterson, 2014", Anthony,SNA,SNA,,16,7,6,13,67,0,1,0,0,
2014,"Adams, Ryan",Adams,"Adams, 2014", Ryan,BRA,BRA,T,20,7,5,12,24,0,0,0,0,
2014,"Brown, Frank",Brown,"Brown, 2014", Frank,SNA,SNA,,7,4,8,12,2,0,0,0,0,
2014,"Guiltinan, Eric",Guiltinan,"Guiltinan, 2014", Eric,KWE,KWE,T,20,5,7,12,56,0,1,0,2,
2014,"MacSpadyen, Ryan",MacSpadyen,"MacSpadyen, 2014", Ryan,TOR,TOR,O,11,11,1,12,16,0,0,1,0,
2014,"McKee, Brendan",McKee,"McKee, 2014", Brendan,MIS,MIS,,14,4,7,11,4,0,0,0,0,
2014,"McLay, Jake",McLay,"McLay, 2014", Jake,KWE,KWE,F,18,2,9,11,42,0,0,0,1,
2014,"McWilliams, Mike",McWilliams,"McWilliams, 2014", Mike,BLS,BLS,F,12,6,5,11,14,0,1,0,0,
2014,"Robertson, Darryl",Robertson,"Robertson, 2014", Darryl,WHI,WHI,D,18,3,8,11,18,0,1,1,0,
2014,"Searle, Derek",Searle,"Searle, 2014", Derek,BUR,BUR,T,17,1,10,11,22,0,1,0,2,
2014,"Cook, Keenan",Cook,"Cook, 2014", Keenan,WHI,WHI,D,17,2,8,10,19,0,0,0,0,
2014,"Davidson, Greg",Davidson,"Davidson, 2014", Greg,BLS,BLS,D,8,4,6,10,0,1,1,0,0,
2014,"deHueck, Patrick AP",deHueck,"deHueck, 2014", Patrick AP,BUR,BUR,T,13,2,8,10,2,0,0,0,0,
2014,"Hossack, Matt",Hossack,"Hossack, 2014", Matt,WHI,WHI,D,17,6,4,10,9,0,1,0,0,
2014,"Kelly, Andrew",Kelly,"Kelly, 2014", Andrew,BLS,BLS,T,19,6,4,10,43,0,0,0,0,
2014,"Lewis, Garrett",Lewis,"Lewis, 2014", Garrett,TOR,TOR,T,9,2,8,10,4,0,1,0,0,
2014,"Myles, Ryan",Myles,"Myles, 2014", Ryan,ORA,ORA,T,19,5,5,10,6,0,0,1,0,
2014,"Walsh, Patrick",Walsh,"Walsh, 2014", Patrick,BUR,BUR,T,10,1,9,10,2,0,0,0,1,
2014,"Wilman, Chris",Wilman,"Wilman, 2014", Chris,TOR,TOR,T,20,1,9,10,13,0,0,1,0,
2014,"Cummings, Carter",Cummings,"Cummings, 2014", Carter,MIS,MIS,,12,5,4,9,4,2,1,0,0,
2014,"Divitcos, Austin",Divitcos,"Divitcos, 2014", Austin,ORA,ORA,D,19,3,6,9,18,0,0,0,0,
2014,"Dybowski, Zack",Dybowski,"Dybowski, 2014", Zack,KWE,KWE,,20,3,6,9,13,0,0,0,0,
2014,"Filson, Cody",Filson,"Filson, 2014", Cody,KWE,KWE,T,20,2,7,9,25,0,0,0,2,
2014,"Grisold, Spencer",Grisold,"Grisold, 2014", Spencer,KWE,KWE,T,15,2,7,9,6,0,0,0,0,
2014,"Harris, Latrell",Harris,"Harris, 2014", Latrell,SCA,SCA,,10,2,7,9,0,0,0,0,0,
2014,"MacDonald, Jesse",MacDonald,"MacDonald, 2014", Jesse,MIS,MIS,,9,2,7,9,24,0,2,0,0,
2014,"Stourus, Leo",Stourus,"Stourus, 2014", Leo,SNA,SNA,D,19,3,6,9,8,0,0,1,2,
2014,"Tarbell, Kason",Tarbell,"Tarbell, 2014", Kason,SNA,SNA,D,2,3,6,9,0,0,0,0,0,
2014,"Allen, Josh",Allen,"Allen, 2014", Josh,TOR,TOR,,7,5,3,8,4,2,0,0,0,
2014,"Clearwater, Matt",Clearwater,"Clearwater, 2014", Matt,MIS,MIS,D,14,3,5,8,56,0,0,0,0,
2014,"Demars, Jordan",Demars,"Demars, 2014", Jordan,SCA,SCA,,15,2,6,8,10,0,2,0,0,
2014,"Elvin, Marcus",Elvin,"Elvin, 2014", Marcus,SNA,SNA,D,18,2,6,8,34,0,1,0,0,
2014,"Green, Wenster",Green,"Green, 2014", Wenster,SNA,SNA,D,16,3,5,8,22,0,0,0,0,
2014,"Johnston, Ryan",Johnston,"Johnston, 2014", Ryan,SNA,SNA,,11,2,6,8,4,0,1,0,0,
2014,"Kloepfer, Rob",Kloepfer,"Kloepfer, 2014", Rob,BLS,BLS,T,20,0,8,8,86,0,1,0,0,
2014,"McClelland, Connor",McClelland,"McClelland, 2014", Connor,BRA,BRA,D,18,3,5,8,14,0,0,0,0,
2014,"McCrory, Patrick",McCrory,"McCrory, 2014", Patrick,WHI,WHI,D,19,5,3,8,16,0,0,0,1,
2014,"Pleon, Jake",Pleon,"Pleon, 2014", Jake,KWE,KWE,F,15,3,5,8,6,0,0,0,0,
2014,"Poole, Tanner",Poole,"Poole, 2014", Tanner,BLS,BLS,D,20,2,6,8,7,0,1,1,0,
2014,"Reay, Pat",Reay,"Reay, 2014", Pat,MIS,MIS,,7,3,5,8,25,0,0,0,0,
2014,"Robertson, Jordan",Robertson,"Robertson, 2014", Jordan,WHI,WHI,,4,4,4,8,0,0,0,0,0,
2014,"Ulbikas, Brett",Ulbikas,"Ulbikas, 2014", Brett,BUR,BUR,T,20,3,5,8,10,0,0,1,0,
2014,"Willock, Marcus",Willock,"Willock, 2014", Marcus,BLS,BLS,T,20,2,6,8,37,1,0,1,0,
2014,"Davis, Braiden",Davis,"Davis, 2014", Braiden,ORA,ORA,T,14,0,7,7,14,0,0,0,0,
2014,"Gilligan, Tyler",Gilligan,"Gilligan, 2014", Tyler,WHI,WHI,D,20,4,3,7,46,0,0,0,0,
2014,"Hamley, Cody",Hamley,"Hamley, 2014", Cody,KWE,KWE,,6,2,5,7,2,0,2,0,0,
2014,"Isaacs, Kyle",Isaacs,"Isaacs, 2014", Kyle,SCA,SCA,AP,4,4,3,7,2,1,0,1,0,
2014,"John, Dallas",John,"John, 2014", Dallas,SNA,SNA,F,3,2,5,7,0,0,0,0,1,
2014,"Lindsay, Jay",Lindsay,"Lindsay, 2014", Jay,KWE,KWE,F,7,1,6,7,6,0,0,1,1,
2014,"Palmer, Riley",Palmer,"Palmer, 2014", Riley,WHI,WHI,D,16,1,6,7,11,0,0,0,0,
2014,"Simmons, Reid",Simmons,"Simmons, 2014", Reid,BLS,BLS,F,20,2,5,7,10,0,0,0,2,
2014,"Wright, Joel",Wright,"Wright, 2014", Joel,BLS,BLS,D,12,3,4,7,27,1,0,0,0,
2014,"Beaudoin, Nicholas",Beaudoin,"Beaudoin, 2014", Nicholas,SCA,SCA,,19,4,2,6,25,0,0,0,0,
2014,"Butters, Marcus",Butters,"Butters, 2014", Marcus,SCA,SCA,,19,4,2,6,51,0,0,0,0,
2014,"Cheek, Morgan",Cheek,"Cheek, 2014", Morgan,SCA,SCA,,7,3,3,6,2,0,0,0,0,
2014,"Crawford, Jayson",Crawford,"Crawford, 2014", Jayson,BRA,BRA,D,11,5,1,6,15,0,0,0,1,
2014,"Kumano, Riley",Kumano,"Kumano, 2014", Riley,BUR,BUR,T,16,2,4,6,28,0,1,0,0,
2014,"Laird, Connor",Laird,"Laird, 2014", Connor,WHI,WHI,D,19,2,4,6,16,0,0,0,0,
2014,"Lee, Matthew",Lee,"Lee, 2014", Matthew,KWE,KWE,,3,5,1,6,0,0,0,2,0,
2014,"McKinnon, Rylee",McKinnon,"McKinnon, 2014", Rylee,WHI,WHI,D,18,1,5,6,44,0,0,0,0,
2014,"Sands, Parker",Sands,"Sands, 2014", Parker,PET,PET,AP,14,1,5,6,0,0,0,0,0,
2014,"Saxton, Billy",Saxton,"Saxton, 2014", Billy,SCA,SCA,,16,1,5,6,39,0,1,0,0,
2014,"Acosta, Alex",Acosta,"Acosta, 2014", Alex,MIS,MIS,,5,2,3,5,4,0,0,0,0,
2014,"Del Zotto, Cooper",Del Zotto,"Del Zotto, 2014", Cooper,ORA,ORA,T,18,2,3,5,64,0,0,0,0,
2014,"Emery, Nathan",Emery,"Emery, 2014", Nathan,BUR,BUR,T,13,2,3,5,0,1,0,0,0,
2014,"Henrick, Jeff",Henrick,"Henrick, 2014", Jeff,ORA,ORA,T,15,0,5,5,9,0,0,0,0,
2014,"MacFarlane, Scott",MacFarlane,"MacFarlane, 2014", Scott,BUR,BUR,T,6,3,2,5,16,0,0,0,1,
2014,"Mancini (AP), Cam",Mancini (AP),"Mancini (AP), 2014", Cam,TOR,TOR,O,11,2,3,5,8,0,0,0,0,
2014,"Martin, Stuart",Martin,"Martin, 2014", Stuart,SNA,SNA,,19,1,4,5,33,0,0,0,0,
2014,"McCann, Wayne",McCann,"McCann, 2014", Wayne,BRA,BRA,O,6,1,4,5,11,0,0,0,0,
2014,"Montag, Mike",Montag,"Montag, 2014", Mike,KWE,KWE,D,19,0,5,5,30,0,0,0,0,
2014,"Renaud, Eddie",Renaud,"Renaud, 2014", Eddie,MIS,MIS,,4,3,2,5,4,0,0,0,0,
2014,"Robinson, Brandon",Robinson,"Robinson, 2014", Brandon,BRA,BRA,T,3,1,4,5,8,0,0,0,0,
2014,"Robinson, Justin",Robinson,"Robinson, 2014", Justin,BRA,BRA,D,15,1,4,5,2,0,0,0,0,
2014,"Smyth, Trevor",Smyth,"Smyth, 2014", Trevor,ORA,ORA,D,5,0,5,5,0,0,0,0,0,
2014,"Stacey, Trevor",Stacey,"Stacey, 2014", Trevor,SNA,SNA,,6,3,2,5,52,0,0,0,0,
2014,"Thomas, Derek",Thomas,"Thomas, 2014", Derek,SNA,SNA,T,10,1,4,5,10,0,0,0,0,
2014,"thompson, Riley",thompson,"thompson, 2014", Riley,ORA,ORA,,6,1,4,5,0,0,0,0,1,
2014,"Tulett, Alec",Tulett,"Tulett, 2014", Alec,TOR,TOR,T,9,2,3,5,6,0,0,0,1,
2014,"Van Schepen, Luke",Van Schepen,"Van Schepen, 2014", Luke,BRA,BRA,D,17,3,2,5,6,0,0,0,0,
2014,"Walker, Ethan",Walker,"Walker, 2014", Ethan,PET,PET,AP,7,1,4,5,4,0,0,0,1,
2014,"White, Nate",White,"White, 2014", Nate,PET,PET,O,7,2,3,5,2,0,0,0,1,
2014,"Wood, Zach",Wood,"Wood, 2014", Zach,MIS,MIS,D,2,4,1,5,0,0,1,0,0,
2014,"Wright, Alex",Wright,"Wright, 2014", Alex,BLS,BLS,,3,2,3,5,14,0,0,0,0,
2014,"Arch, Travis",Arch,"Arch, 2014", Travis,MIS,MIS,F,2,3,1,4,0,0,0,0,0,
2014,"Ashmore, Corey",Ashmore,"Ashmore, 2014", Corey,BUR,BUR,T,17,1,3,4,26,0,0,0,0,
2014,"Barfoot, Wyatt",Barfoot,"Barfoot, 2014", Wyatt,KWE,KWE,T,4,1,3,4,0,0,0,0,0,
2014,"Campbell, Connor",Campbell,"Campbell, 2014", Connor,BRA,BRA,D,20,2,2,4,30,0,0,0,0,
2014,"Kozlowski, Zach",Kozlowski,"Kozlowski, 2014", Zach,BLS,BLS,F,4,1,3,4,17,0,0,0,0,
2014,"Kras, Daniel",Kras,"Kras, 2014", Daniel,BUR,BUR,T,14,1,3,4,37,0,0,0,0,
2014,"Lee, Matthew",Lee,"Lee, 2014", Matthew,KWE,KWE,,5,1,3,4,2,0,0,1,0,
2014,"Longboat, Greg",Longboat,"Longboat, 2014", Greg,SNA,SNA,T,16,2,2,4,14,0,0,0,1,
2014,"Longboat, Sawih",Longboat,"Longboat, 2014", Sawih,SNA,SNA,,4,3,1,4,2,0,0,1,0,
2014,"McCulligh, Zach",McCulligh,"McCulligh, 2014", Zach,KWE,KWE,D,16,0,4,4,14,0,0,0,0,
2014,"Minichiello, Marcus",Minichiello,"Minichiello, 2014", Marcus,TOR,TOR,T,11,2,2,4,8,0,0,1,0,
2014,"Muir, Brooker",Muir,"Muir, 2014", Brooker,SCA,SCA,,6,0,4,4,4,0,1,0,0,
2014,"Nay, John",Nay,"Nay, 2014", John,KWE,KWE,,14,1,3,4,8,0,0,0,0,
2014,"Patten, Liam",Patten,"Patten, 2014", Liam,BLS,BLS,D,19,1,3,4,51,0,0,0,0,
2014,"Roche, Tyler",Roche,"Roche, 2014", Tyler,PET,PET,T,17,1,3,4,63,0,0,0,2,
2014,"Scott, Justin",Scott,"Scott, 2014", Justin,MIS,MIS,,4,0,4,4,4,0,2,0,0,
2014,"Shepley, Joel",Shepley,"Shepley, 2014", Joel,SNA,SNA,AP,13,0,4,4,0,0,0,0,0,
2014,"Walker, Colin",Walker,"Walker, 2014", Colin,MIS,MIS,,5,3,1,4,0,0,0,0,0,
2014,"Birkhof, Broedie",Birkhof,"Birkhof, 2014", Broedie,BUR,BUR,T,16,1,2,3,112,0,0,0,0,
2014,"Cadeau, Tye",Cadeau,"Cadeau, 2014", Tye,MIS,MIS,,14,1,2,3,67,0,1,0,0,
2014,"Campbell, Riley",Campbell,"Campbell, 2014", Riley,PET,PET,D,8,0,3,3,2,0,0,0,0,
2014,"Courtney, Colin",Courtney,"Courtney, 2014", Colin,ORA,ORA,,2,2,1,3,2,0,0,0,0,
2014,"Darroch, Sean",Darroch,"Darroch, 2014", Sean,WHI,WHI,D,18,1,2,3,14,0,0,0,0,
2014,"Dhadda, Terin",Dhadda,"Dhadda, 2014", Terin,MIS,MIS,AP,19,1,2,3,25,0,0,0,0,
2014,"Gaulton, Tyler",Gaulton,"Gaulton, 2014", Tyler,PET,PET,F,14,1,2,3,37,0,0,0,0,
2014,"Gibson-McDonald, Blake",Gibson-McDonald,"Gibson-McDonald, 2014", Blake,SNA,SNA,AP,9,1,2,3,0,0,0,0,0,
2014,"Gustavsen, Mitch",Gustavsen,"Gustavsen, 2014", Mitch,TOR,TOR,,8,1,2,3,9,0,0,0,0,
2014,"Henry, Alex",Henry,"Henry, 2014", Alex,SNA,SNA,,1,3,0,3,0,0,0,1,0,
2014,"Laprade, Dylan",Laprade,"Laprade, 2014", Dylan,BLS,BLS,D,16,1,2,3,61,0,0,0,0,
2014,"Masson, Zac",Masson,"Masson, 2014", Zac,ORA,ORA,T,6,2,1,3,8,0,0,0,0,
2014,"McKenzie, Dawson",McKenzie,"McKenzie, 2014", Dawson,BRA,BRA,,1,0,3,3,0,0,0,0,0,
2014,"Mitchell, Mackenzie",Mitchell,"Mitchell, 2014", Mackenzie,ORA,ORA,D,20,0,3,3,39,0,0,0,0,
2014,"Montour, Brandon",Montour,"Montour, 2014", Brandon,SNA,SNA,F,1,1,2,3,0,0,0,0,0,
2014,"Nelson, Markell",Nelson,"Nelson, 2014", Markell,BLS,BLS,T,12,2,1,3,16,0,0,0,1,
2014,"OGorman, Darren",OGorman,"OGorman, 2014", Darren,BRA,BRA,,15,0,3,3,9,0,0,0,1,
2014,"Scott, Justin",Scott,"Scott, 2014", Justin,MIS,MIS,,1,1,2,3,4,0,0,0,0,
2014,"Shea, Patrick",Shea,"Shea, 2014", Patrick,BUR,BUR,O,2,1,2,3,0,0,0,0,0,
2014,"Sweeting, Bryce",Sweeting,"Sweeting, 2014", Bryce,PET,PET,D,10,1,2,3,46,0,0,0,0,
2014,"Thompson, Riley",Thompson,"Thompson, 2014", Riley,ORA,ORA,,1,2,1,3,0,0,0,0,0,
2014,"Vogan, Brenden",Vogan,"Vogan, 2014", Brenden,MIS,MIS,,2,2,1,3,0,0,0,0,0,
2014,"Welsh, Brendan",Welsh,"Welsh, 2014", Brendan,ORA,ORA,O,6,1,2,3,0,0,1,0,1,
2014,"Boyko, Josh",Boyko,"Boyko, 2014", Josh,MIS,MIS,,4,2,0,2,2,0,0,0,0,
2014,"Brown, Travis",Brown,"Brown, 2014", Travis,ORA,ORA,F,1,1,1,2,0,0,0,0,0,
2014,"Burton, Travis",Burton,"Burton, 2014", Travis,BRA,BRA,D,15,1,1,2,24,0,0,0,0,
2014,"Cox, Miles",Cox,"Cox, 2014", Miles,TOR,TOR,T,7,1,1,2,16,1,0,0,0,
2014,"Dixon, Owen",Dixon,"Dixon, 2014", Owen,SCA,SCA,UP,3,0,2,2,0,0,0,0,0,
2014,"Duscio, Mario",Duscio,"Duscio, 2014", Mario,KWE,KWE,D,18,0,2,2,34,0,0,0,1,
2014,"Gaudet, Matthew",Gaudet,"Gaudet, 2014", Matthew,SNA,SNA,AP,3,1,1,2,0,0,0,0,0,
2014,"Genge, Cam",Genge,"Genge, 2014", Cam,BLS,BLS,,7,1,1,2,2,0,0,0,0,
2014,"Giampetroni, Matt",Giampetroni,"Giampetroni, 2014", Matt,SCA,SCA,,4,1,1,2,0,0,0,0,0,
2014,"Halloran, Matt",Halloran,"Halloran, 2014", Matt,KWE,KWE,,19,1,1,2,26,0,0,0,0,
2014,"Hartley AP, Taylor",Hartley AP,"Hartley AP, 2014", Taylor,ORA,ORA,,1,0,2,2,0,0,0,0,0,
2014,"Jimmerson, Jesse",Jimmerson,"Jimmerson, 2014", Jesse,SNA,SNA,,14,2,0,2,8,0,0,0,0,
2014,"Lee, Matthew",Lee,"Lee, 2014", Matthew,MIS,MIS,AP,1,0,2,2,0,0,0,0,1,
2014,"McCullough, Jordan",McCullough,"McCullough, 2014", Jordan,WHI,WHI,D,17,1,1,2,8,0,0,0,0,
2014,"Noddle, Zach",Noddle,"Noddle, 2014", Zach,MIS,MIS,,16,0,2,2,6,0,1,0,0,
2014,"Osborne, Jeremy",Osborne,"Osborne, 2014", Jeremy,WHI,WHI,D,11,1,1,2,53,0,0,0,0,
2014,"Patin, Owen",Patin,"Patin, 2014", Owen,MIS,MIS,,1,0,2,2,0,0,0,0,0,
2014,"Ruggeri, Nick",Ruggeri,"Ruggeri, 2014", Nick,MIS,MIS,,15,0,2,2,42,0,0,0,0,
2014,"Symmonds, Tyler",Symmonds,"Symmonds, 2014", Tyler,ORA,ORA,T,5,0,2,2,6,0,1,0,0,
2014,"Tarbell AP, Kai",Tarbell AP,"Tarbell AP, 2014", Kai,SNA,SNA,,2,0,2,2,0,0,1,0,0,
2014,"Theede, Tanner",Theede,"Theede, 2014", Tanner,WHI,WHI,D,13,0,2,2,80,0,0,0,0,
2014,"Walker, Colin",Walker,"Walker, 2014", Colin,MIS,MIS,,5,1,1,2,0,0,0,0,0,
2014,"Walker, Nolan",Walker,"Walker, 2014", Nolan,MIS,MIS,,6,1,1,2,0,1,0,0,0,
2014,"Baldin, Tanner",Baldin,"Baldin, 2014", Tanner,KWE,KWE,,3,0,1,1,0,0,0,0,0,
2014,"Baum, Nick",Baum,"Baum, 2014", Nick,SCA,SCA,D,4,0,1,1,4,0,0,0,0,
